,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
45813,2008,1,17,4,1613.0,1600,1709.0,1700,WN,39,N356SW,56.0,60.0,47.0,9.0,13.0,DAL,HOU,239,3.0,6.0,0,N,0,,,,,
45814,2008,1,17,4,1655.0,1630,1758.0,1730,WN,41,N678AA,63.0,60.0,48.0,28.0,25.0,DAL,HOU,239,3.0,12.0,0,N,0,25.0,0.0,3.0,0.0,0.0
45815,2008,1,17,4,1709.0,1700,1809.0,1800,WN,43,N624SW,60.0,60.0,44.0,9.0,9.0,DAL,HOU,239,3.0,13.0,0,N,0,,,,,
45818,2008,1,17,4,1943.0,1830,2041.0,1930,WN,49,N643SW,58.0,60.0,49.0,71.0,73.0,DAL,HOU,239,3.0,6.0,0,N,0,3.0,0.0,0.0,0.0,68.0
45820,2008,1,17,4,1940.0,1930,2039.0,2030,WN,53,N384SW,59.0,60.0,47.0,9.0,10.0,DAL,HOU,239,4.0,8.0,0,N,0,,,,,
45822,2008,1,17,4,2208.0,2030,2304.0,2130,WN,57,N676SW,56.0,60.0,47.0,94.0,98.0,DAL,HOU,239,2.0,7.0,0,N,0,0.0,0.0,0.0,0.0,94.0
45828,2008,1,17,4,2037.0,1845,2137.0,1950,WN,46,N692SW,60.0,65.0,51.0,107.0,112.0,DAL,LBB,293,2.0,7.0,0,N,0,8.0,0.0,0.0,0.0,99.0
45829,2008,1,17,4,2247.0,2050,2349.0,2155,WN,54,N629SW,62.0,65.0,52.0,114.0,117.0,DAL,LBB,293,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,114.0
45831,2008,1,17,4,1040.0,1010,1142.0,1115,WN,2947,N312SW,62.0,65.0,51.0,27.0,30.0,DAL,LBB,293,2.0,9.0,0,N,0,27.0,0.0,0.0,0.0,0.0
45832,2008,1,17,4,1512.0,1500,1611.0,1605,WN,3346,N509SW,59.0,65.0,49.0,6.0,12.0,DAL,LBB,293,2.0,8.0,0,N,0,,,,,
45834,2008,1,17,4,1457.0,1450,1547.0,1550,WN,30,N612SW,50.0,60.0,39.0,-3.0,7.0,DAL,LIT,296,2.0,9.0,0,N,0,,,,,
45836,2008,1,17,4,716.0,710,814.0,810,WN,704,N388SW,58.0,60.0,46.0,4.0,6.0,DAL,LIT,296,3.0,9.0,0,N,0,,,,,
45842,2008,1,17,4,1343.0,1315,1451.0,1425,WN,24,N327SW,68.0,70.0,57.0,26.0,28.0,DAL,MAF,319,3.0,8.0,0,N,0,0.0,0.0,0.0,0.0,26.0
45846,2008,1,17,4,2153.0,2105,2305.0,2215,WN,2788,N357SW,72.0,70.0,59.0,50.0,48.0,DAL,MAF,319,4.0,9.0,0,N,0,0.0,0.0,2.0,0.0,48.0
45847,2008,1,17,4,1413.0,1355,1536.0,1520,WN,26,N370SW,83.0,85.0,63.0,16.0,18.0,DAL,MCI,461,6.0,14.0,0,N,0,0.0,0.0,0.0,0.0,16.0
45851,2008,1,17,4,2138.0,2005,2252.0,2130,WN,288,N659SW,74.0,85.0,59.0,82.0,93.0,DAL,MCI,461,6.0,9.0,0,N,0,3.0,0.0,0.0,0.0,79.0
45852,2008,1,17,4,824.0,815,944.0,940,WN,1354,N295WN,80.0,85.0,58.0,4.0,9.0,DAL,MCI,461,7.0,15.0,0,N,0,,,,,
45853,2008,1,17,4,1455.0,1445,1608.0,1600,WN,1162,N778SW,73.0,75.0,62.0,8.0,10.0,DAL,MSY,437,5.0,6.0,0,N,0,,,,,
45855,2008,1,17,4,1324.0,1310,1441.0,1425,WN,1322,N372SW,77.0,75.0,64.0,16.0,14.0,DAL,MSY,437,5.0,8.0,0,N,0,13.0,0.0,2.0,0.0,1.0
45856,2008,1,17,4,2022.0,1815,2129.0,1930,WN,1404,N281WN,67.0,75.0,58.0,119.0,127.0,DAL,MSY,437,2.0,7.0,0,N,0,0.0,0.0,0.0,0.0,119.0
45858,2008,1,17,4,2118.0,2005,2231.0,2120,WN,3178,N340LV,73.0,75.0,62.0,71.0,73.0,DAL,MSY,437,4.0,7.0,0,N,0,5.0,0.0,0.0,0.0,66.0
45860,2008,1,17,4,1931.0,1740,2017.0,1830,WN,1274,N679AA,46.0,50.0,32.0,107.0,111.0,DAL,OKC,181,3.0,11.0,0,N,0,107.0,0.0,0.0,0.0,0.0
45861,2008,1,17,4,1451.0,1425,1531.0,1515,WN,2294,N663SW,40.0,50.0,30.0,16.0,26.0,DAL,OKC,181,3.0,7.0,0,N,0,9.0,0.0,0.0,0.0,7.0
45862,2008,1,17,4,818.0,800,858.0,850,WN,2730,N407WN,40.0,50.0,29.0,8.0,18.0,DAL,OKC,181,4.0,7.0,0,N,0,,,,,
45863,2008,1,17,4,2102.0,1955,2144.0,2045,WN,3516,N650SW,42.0,50.0,31.0,59.0,67.0,DAL,OKC,181,3.0,8.0,0,N,0,59.0,0.0,0.0,0.0,0.0
45864,2008,1,17,4,1824.0,1810,1926.0,1910,WN,114,N404WN,62.0,60.0,47.0,16.0,14.0,DAL,SAT,248,3.0,12.0,0,N,0,7.0,0.0,2.0,0.0,7.0
45866,2008,1,17,4,949.0,925,1051.0,1025,WN,1118,N730SW,62.0,60.0,50.0,26.0,24.0,DAL,SAT,248,4.0,8.0,0,N,0,24.0,0.0,2.0,0.0,0.0
45869,2008,1,17,4,1945.0,1925,2049.0,2025,WN,1360,N603SW,64.0,60.0,51.0,24.0,20.0,DAL,SAT,248,4.0,9.0,0,N,0,20.0,0.0,4.0,0.0,0.0
45870,2008,1,17,4,1311.0,1255,1418.0,1355,WN,1376,N384SW,67.0,60.0,55.0,23.0,16.0,DAL,SAT,248,3.0,9.0,0,N,0,2.0,0.0,7.0,0.0,14.0
45872,2008,1,17,4,1705.0,1525,1810.0,1625,WN,1435,N632SW,65.0,60.0,51.0,105.0,100.0,DAL,SAT,248,3.0,11.0,0,N,0,81.0,0.0,5.0,0.0,19.0
45874,2008,1,17,4,1822.0,1730,1930.0,1830,WN,1620,N656SW,68.0,60.0,49.0,60.0,52.0,DAL,SAT,248,3.0,16.0,0,N,0,1.0,0.0,8.0,0.0,51.0
45877,2008,1,17,4,1413.0,1350,1518.0,1450,WN,3234,N277WN,65.0,60.0,50.0,28.0,23.0,DAL,SAT,248,4.0,11.0,0,N,0,23.0,0.0,5.0,0.0,0.0
45878,2008,1,17,4,1657.0,1610,1810.0,1710,WN,3950,N363SW,73.0,60.0,53.0,60.0,47.0,DAL,SAT,248,4.0,16.0,0,N,0,47.0,0.0,13.0,0.0,0.0
45879,2008,1,17,4,1435.0,1415,1555.0,1550,WN,28,N680AA,80.0,95.0,68.0,5.0,20.0,DAL,STL,546,4.0,8.0,0,N,0,,,,,
45880,2008,1,17,4,1821.0,1715,1946.0,1850,WN,40,N317WN,85.0,95.0,68.0,56.0,66.0,DAL,STL,546,5.0,12.0,0,N,0,13.0,0.0,0.0,0.0,43.0
45883,2008,1,17,4,1943.0,1855,2108.0,2030,WN,1461,N433LV,85.0,95.0,69.0,38.0,48.0,DAL,STL,546,3.0,13.0,0,N,0,23.0,0.0,0.0,0.0,15.0
45885,2008,1,17,4,1307.0,1210,1426.0,1345,WN,1487,N695SW,79.0,95.0,68.0,41.0,57.0,DAL,STL,546,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,41.0
45888,2008,1,17,4,1514.0,1505,1603.0,1600,WN,1344,N440LV,49.0,55.0,34.0,3.0,9.0,DAL,TUL,237,4.0,11.0,0,N,0,,,,,
45891,2008,1,17,4,1646.0,1625,1740.0,1720,WN,1476,N670SW,54.0,55.0,34.0,20.0,21.0,DAL,TUL,237,5.0,15.0,0,N,0,0.0,0.0,0.0,0.0,20.0
45893,2008,1,17,4,1855.0,1835,1940.0,1930,WN,3506,N651SW,45.0,55.0,34.0,10.0,20.0,DAL,TUL,237,3.0,8.0,0,N,0,,,,,
45894,2008,1,17,4,2019.0,2005,2124.0,2120,WN,470,N370SW,65.0,75.0,48.0,4.0,14.0,DEN,ABQ,349,4.0,13.0,0,N,0,,,,,
45895,2008,1,17,4,850.0,820,954.0,935,WN,483,N499WN,64.0,75.0,47.0,19.0,30.0,DEN,ABQ,349,4.0,13.0,0,N,0,19.0,0.0,0.0,0.0,0.0
45897,2008,1,17,4,1745.0,1735,1944.0,1955,WN,2809,N636WN,59.0,80.0,49.0,-11.0,10.0,DEN,AMA,358,3.0,7.0,0,N,0,,,,,
45900,2008,1,17,4,1104.0,1035,1425.0,1400,WN,406,N331SW,141.0,145.0,121.0,25.0,29.0,DEN,BNA,1013,5.0,15.0,0,N,0,4.0,0.0,0.0,0.0,21.0
45901,2008,1,17,4,1746.0,1655,2056.0,2020,WN,2374,N348SW,130.0,145.0,117.0,36.0,51.0,DEN,BNA,1013,5.0,8.0,0,N,0,8.0,0.0,0.0,0.0,28.0
45902,2008,1,17,4,1350.0,1335,1851.0,1850,WN,836,N202WN,181.0,195.0,165.0,1.0,15.0,DEN,BWI,1491,6.0,10.0,0,N,0,,,,,
45903,2008,1,17,4,1741.0,1720,2241.0,2235,WN,1527,N768SW,180.0,195.0,165.0,6.0,21.0,DEN,BWI,1491,5.0,10.0,0,N,0,,,,,
45904,2008,1,17,4,900.0,845,1438.0,1400,WN,2123,N222WN,218.0,195.0,201.0,38.0,15.0,DEN,BWI,1491,6.0,11.0,0,N,0,7.0,0.0,23.0,0.0,8.0
45907,2008,1,17,4,1311.0,1250,1618.0,1610,WN,3942,N209WN,127.0,140.0,116.0,8.0,21.0,DEN,HOU,883,2.0,9.0,0,N,0,,,,,
45908,2008,1,17,4,1243.0,1235,1322.0,1335,WN,12,N307SW,99.0,120.0,87.0,-13.0,8.0,DEN,LAS,629,3.0,9.0,0,N,0,,,,,
45909,2008,1,17,4,1915.0,1835,1956.0,1930,WN,261,N312SW,101.0,115.0,84.0,26.0,40.0,DEN,LAS,629,6.0,11.0,0,N,0,8.0,0.0,0.0,0.0,18.0
45911,2008,1,17,4,2130.0,1950,2207.0,2045,WN,1274,N679AA,97.0,115.0,84.0,82.0,100.0,DEN,LAS,629,5.0,8.0,0,N,0,2.0,0.0,0.0,0.0,80.0
45912,2008,1,17,4,1745.0,1640,1824.0,1735,WN,1676,N771SA,99.0,115.0,81.0,49.0,65.0,DEN,LAS,629,5.0,13.0,0,N,0,4.0,0.0,0.0,0.0,45.0
45914,2008,1,17,4,1459.0,1450,1537.0,1550,WN,2196,N794SW,98.0,120.0,84.0,-13.0,9.0,DEN,LAS,629,5.0,9.0,0,N,0,,,,,
45915,2008,1,17,4,2140.0,2055,2357.0,2325,WN,578,N238WN,77.0,90.0,65.0,32.0,45.0,DEN,MCI,533,3.0,9.0,0,N,0,32.0,0.0,0.0,0.0,0.0
45916,2008,1,17,4,1518.0,1505,1747.0,1735,WN,1349,N618WN,89.0,90.0,73.0,12.0,13.0,DEN,MCI,533,7.0,9.0,0,N,0,,,,,
45917,2008,1,17,4,1252.0,1125,1513.0,1355,WN,1397,N723SW,81.0,90.0,69.0,78.0,87.0,DEN,MCI,533,5.0,7.0,0,N,0,0.0,0.0,0.0,0.0,78.0
45919,2008,1,17,4,1050.0,1040,1609.0,1610,WN,894,N716SW,199.0,210.0,173.0,-1.0,10.0,DEN,MCO,1545,5.0,21.0,0,N,0,,,,,
45921,2008,1,17,4,1225.0,1215,1601.0,1530,WN,224,N758SW,156.0,135.0,134.0,31.0,10.0,DEN,MDW,895,8.0,14.0,0,N,0,7.0,0.0,21.0,0.0,3.0
45923,2008,1,17,4,636.0,630,1025.0,950,WN,1439,N763SW,169.0,140.0,148.0,35.0,6.0,DEN,MDW,895,7.0,14.0,0,N,0,0.0,6.0,29.0,0.0,0.0
45924,2008,1,17,4,2142.0,2020,45.0,2330,WN,1573,N335SW,123.0,130.0,106.0,75.0,82.0,DEN,MDW,895,6.0,11.0,0,N,0,0.0,0.0,0.0,0.0,75.0
45930,2008,1,17,4,1659.0,1540,1824.0,1725,WN,3517,N432WN,145.0,165.0,123.0,59.0,79.0,DEN,OAK,957,7.0,15.0,0,N,0,0.0,0.0,0.0,0.0,59.0
45931,2008,1,17,4,2055.0,2010,2222.0,2155,WN,3919,N343SW,147.0,165.0,123.0,27.0,45.0,DEN,OAK,957,6.0,18.0,0,N,0,0.0,0.0,0.0,0.0,27.0
45935,2008,1,17,4,2120.0,2040,2251.0,2235,WN,534,N614SW,91.0,115.0,80.0,16.0,40.0,DEN,PHX,602,4.0,7.0,0,N,0,2.0,0.0,0.0,0.0,14.0
45936,2008,1,17,4,1217.0,1205,1355.0,1400,WN,700,N757LV,98.0,115.0,83.0,-5.0,12.0,DEN,PHX,602,6.0,9.0,0,N,0,,,,,
45938,2008,1,17,4,1629.0,1550,1805.0,1745,WN,2712,N749SW,96.0,115.0,80.0,20.0,39.0,DEN,PHX,602,6.0,10.0,0,N,0,3.0,0.0,0.0,0.0,17.0
45939,2008,1,17,4,1837.0,1830,2015.0,2025,WN,2792,N527SW,98.0,115.0,81.0,-10.0,7.0,DEN,PHX,602,6.0,11.0,0,N,0,,,,,
45940,2008,1,17,4,758.0,745,939.0,950,WN,1005,N253WN,161.0,185.0,144.0,-11.0,13.0,DEN,SEA,1024,4.0,13.0,0,N,0,,,,,
45942,2008,1,17,4,2044.0,1950,2237.0,2155,WN,2202,N640SW,173.0,185.0,155.0,42.0,54.0,DEN,SEA,1024,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,42.0
45943,2008,1,17,4,1616.0,1555,1806.0,1800,WN,3407,N305SW,170.0,185.0,157.0,6.0,21.0,DEN,SEA,1024,6.0,7.0,0,N,0,,,,,
45944,2008,1,17,4,1306.0,1300,1428.0,1425,WN,407,N224WN,82.0,85.0,69.0,3.0,6.0,DEN,SLC,391,3.0,10.0,0,N,0,,,,,
45947,2008,1,17,4,1904.0,1715,2038.0,1840,WN,1950,N758SW,94.0,85.0,80.0,118.0,109.0,DEN,SLC,391,3.0,11.0,0,N,0,3.0,0.0,9.0,0.0,106.0
45948,2008,1,17,4,21.0,2120,140.0,2245,WN,3685,N296WN,79.0,85.0,68.0,175.0,181.0,DEN,SLC,391,3.0,8.0,0,N,0,0.0,0.0,0.0,0.0,175.0
45952,2008,1,17,4,1805.0,1705,1843.0,1735,WN,1574,N695SW,98.0,90.0,83.0,68.0,60.0,DTW,BNA,457,5.0,10.0,0,N,0,13.0,0.0,8.0,0.0,47.0
45954,2008,1,17,4,2031.0,1830,2207.0,1950,WN,888,N368SW,96.0,80.0,66.0,137.0,121.0,DTW,BWI,408,20.0,10.0,0,N,0,5.0,0.0,16.0,0.0,116.0
45957,2008,1,17,4,1811.0,1740,2035.0,2020,WN,757,N494WN,144.0,160.0,130.0,15.0,31.0,DTW,MCO,957,7.0,7.0,0,N,0,6.0,0.0,0.0,0.0,9.0
45959,2008,1,17,4,1714.0,1620,1740.0,1630,WN,1343,N240WN,86.0,70.0,64.0,70.0,54.0,DTW,MDW,229,10.0,12.0,0,N,0,10.0,0.0,16.0,0.0,44.0
45963,2008,1,17,4,2000.0,1905,2014.0,1915,WN,1505,N311SW,74.0,70.0,52.0,59.0,55.0,DTW,MDW,229,6.0,16.0,0,N,0,11.0,0.0,4.0,0.0,44.0
45964,2008,1,17,4,1417.0,1355,1424.0,1400,WN,1828,N664WN,67.0,65.0,51.0,24.0,22.0,DTW,MDW,229,6.0,10.0,0,N,0,1.0,0.0,2.0,0.0,21.0
45965,2008,1,17,4,1058.0,1025,1110.0,1030,WN,2524,N362SW,72.0,65.0,54.0,40.0,33.0,DTW,MDW,229,5.0,13.0,0,N,0,0.0,33.0,7.0,0.0,0.0
45966,2008,1,17,4,2137.0,2010,2146.0,2015,WN,3339,N680AA,69.0,65.0,48.0,91.0,87.0,DTW,MDW,229,6.0,15.0,0,N,0,14.0,0.0,4.0,0.0,73.0
45967,2008,1,17,4,1453.0,1445,1650.0,1715,WN,544,N700GS,237.0,270.0,220.0,-25.0,8.0,DTW,PHX,1671,7.0,10.0,0,N,0,,,,,
45969,2008,1,17,4,1952.0,1935,2035.0,2015,WN,1219,N658SW,103.0,100.0,83.0,20.0,17.0,DTW,STL,440,5.0,15.0,0,N,0,1.0,0.0,3.0,0.0,16.0
45974,2008,1,17,4,1753.0,1745,2008.0,2010,WN,1093,N659SW,75.0,85.0,67.0,-2.0,8.0,ELP,AUS,528,3.0,5.0,0,N,0,,,,,
45975,2008,1,17,4,1236.0,1205,1452.0,1430,WN,1121,N236WN,76.0,85.0,66.0,22.0,31.0,ELP,AUS,528,5.0,5.0,0,N,0,0.0,0.0,0.0,0.0,22.0
45976,2008,1,17,4,2105.0,2050,2323.0,2315,WN,1303,N511SW,78.0,85.0,66.0,8.0,15.0,ELP,AUS,528,4.0,8.0,0,N,0,,,,,
45981,2008,1,17,4,1152.0,1130,1412.0,1400,WN,1092,N663SW,80.0,90.0,72.0,12.0,22.0,ELP,DAL,562,4.0,4.0,0,N,0,,,,,
45987,2008,1,17,4,1358.0,1350,1434.0,1440,WN,798,N353SW,96.0,110.0,85.0,-6.0,8.0,ELP,LAS,584,3.0,8.0,0,N,0,,,,,
45988,2008,1,17,4,846.0,840,922.0,930,WN,2447,N677AA,96.0,110.0,85.0,-8.0,6.0,ELP,LAS,584,4.0,7.0,0,N,0,,,,,
45991,2008,1,17,4,1928.0,1820,2024.0,1930,WN,1663,N345SA,116.0,130.0,100.0,54.0,68.0,ELP,LAX,714,8.0,8.0,0,N,0,0.0,3.0,0.0,0.0,51.0
45992,2008,1,17,4,1929.0,1835,2118.0,2030,WN,3748,N661SW,49.0,55.0,40.0,48.0,54.0,ELP,LBB,295,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,48.0
45993,2008,1,17,4,1918.0,1905,2023.0,2020,WN,42,N435WN,65.0,75.0,54.0,3.0,13.0,ELP,PHX,347,7.0,4.0,0,N,0,,,,,
45994,2008,1,17,4,2137.0,2100,2244.0,2215,WN,50,N609SW,67.0,75.0,56.0,29.0,37.0,ELP,PHX,347,5.0,6.0,0,N,0,0.0,0.0,0.0,0.0,29.0
45996,2008,1,17,4,1635.0,1620,1738.0,1735,WN,1114,N732SW,63.0,75.0,54.0,3.0,15.0,ELP,PHX,347,4.0,5.0,0,N,0,,,,,
46002,2008,1,17,4,1443.0,1430,1654.0,1650,WN,1939,N508SW,71.0,80.0,63.0,4.0,13.0,ELP,SAT,496,3.0,5.0,0,N,0,,,,,
46006,2008,1,17,4,1429.0,1420,1543.0,1540,WN,2354,N465WN,134.0,140.0,115.0,3.0,9.0,FLL,BNA,793,3.0,16.0,0,N,0,,,,,
46009,2008,1,17,4,1344.0,1315,1624.0,1550,WN,3326,N313SW,160.0,155.0,129.0,34.0,29.0,FLL,BWI,925,6.0,25.0,0,N,0,0.0,17.0,5.0,0.0,12.0
46014,2008,1,17,4,1222.0,1210,1452.0,1455,WN,184,N689SW,150.0,165.0,137.0,-3.0,12.0,FLL,ISP,1093,4.0,9.0,0,N,0,,,,,
46016,2008,1,17,4,2009.0,1905,2251.0,2155,WN,2907,N701GS,162.0,170.0,141.0,56.0,64.0,FLL,ISP,1093,9.0,12.0,0,N,0,7.0,0.0,0.0,0.0,49.0
46019,2008,1,17,4,1820.0,1805,1919.0,1920,WN,1293,N654SW,59.0,75.0,48.0,-1.0,15.0,FLL,JAX,318,5.0,6.0,0,N,0,,,,,
46027,2008,1,17,4,1814.0,1710,1904.0,1810,WN,2698,N362SW,50.0,60.0,35.0,54.0,64.0,FLL,MCO,178,6.0,9.0,0,N,0,13.0,0.0,0.0,0.0,41.0
46028,2008,1,17,4,1412.0,1400,1518.0,1500,WN,3146,N444WN,66.0,60.0,37.0,18.0,12.0,FLL,MCO,178,10.0,19.0,0,N,0,11.0,0.0,6.0,0.0,1.0
46031,2008,1,17,4,1310.0,1255,1523.0,1510,WN,1286,N258WN,193.0,195.0,166.0,13.0,15.0,FLL,MDW,1166,9.0,18.0,0,N,0,,,,,
46032,2008,1,17,4,2317.0,2110,103.0,2315,WN,1301,N762SW,166.0,185.0,148.0,108.0,127.0,FLL,MDW,1166,7.0,11.0,0,N,0,2.0,0.0,0.0,0.0,106.0
46035,2008,1,17,4,2131.0,1930,38.0,2215,WN,1238,N289CT,187.0,165.0,141.0,143.0,121.0,FLL,PHL,992,8.0,38.0,0,N,0,0.0,0.0,108.0,0.0,35.0
46037,2008,1,17,4,1201.0,1155,1442.0,1450,WN,3589,N522SW,161.0,175.0,136.0,-8.0,6.0,FLL,PHL,992,13.0,12.0,0,N,0,,,,,
46039,2008,1,17,4,2010.0,1745,2151.0,1945,WN,1857,N383SW,161.0,180.0,140.0,126.0,145.0,FLL,STL,1056,4.0,17.0,0,N,0,28.0,0.0,0.0,0.0,98.0
46042,2008,1,17,4,2050.0,2030,2142.0,2130,WN,1249,N778SW,52.0,60.0,35.0,12.0,20.0,FLL,TPA,197,5.0,12.0,0,N,0,,,,,
46043,2008,1,17,4,1816.0,1810,1908.0,1910,WN,1515,N255WN,52.0,60.0,39.0,-2.0,6.0,FLL,TPA,197,4.0,9.0,0,N,0,,,,,
46044,2008,1,17,4,1633.0,1620,1736.0,1720,WN,1586,N333SW,63.0,60.0,46.0,16.0,13.0,FLL,TPA,197,4.0,13.0,0,N,0,0.0,0.0,3.0,0.0,13.0
46047,2008,1,17,4,1109.0,1050,1207.0,1150,WN,2196,N794SW,58.0,60.0,45.0,17.0,19.0,FLL,TPA,197,4.0,9.0,0,N,0,4.0,0.0,0.0,0.0,13.0
46048,2008,1,17,4,1227.0,1220,1332.0,1320,WN,2537,N290WN,65.0,60.0,45.0,12.0,7.0,FLL,TPA,197,3.0,17.0,0,N,0,,,,,
46052,2008,1,17,4,1629.0,1605,1839.0,1825,WN,1740,N350SW,130.0,140.0,116.0,14.0,24.0,GEG,LAS,806,5.0,9.0,0,N,0,,,,,
46053,2008,1,17,4,1116.0,1100,1316.0,1320,WN,2713,N373SW,120.0,140.0,106.0,-4.0,16.0,GEG,LAS,806,7.0,7.0,0,N,0,,,,,
46059,2008,1,17,4,1949.0,1915,2054.0,2025,WN,2719,N445WN,65.0,70.0,49.0,29.0,34.0,GEG,PDX,279,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,29.0
46066,2008,1,17,4,1352.0,1340,1459.0,1455,WN,3166,N672SW,127.0,135.0,117.0,4.0,12.0,HOU,ABQ,759,3.0,7.0,0,N,0,,,,,
46067,2008,1,17,4,2138.0,1955,2241.0,2110,WN,3399,N395SW,123.0,135.0,111.0,91.0,103.0,HOU,ABQ,759,4.0,8.0,0,N,0,9.0,0.0,0.0,0.0,82.0
46068,2008,1,17,4,2206.0,2115,2245.0,2200,WN,224,N664WN,39.0,45.0,27.0,45.0,51.0,HOU,AUS,148,3.0,9.0,0,N,0,3.0,0.0,0.0,0.0,42.0
46070,2008,1,17,4,1015.0,950,1056.0,1035,WN,1670,N643SW,41.0,45.0,32.0,21.0,25.0,HOU,AUS,148,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,21.0
46071,2008,1,17,4,1638.0,1620,1718.0,1705,WN,2116,N376SW,40.0,45.0,28.0,13.0,18.0,HOU,AUS,148,3.0,9.0,0,N,0,,,,,
46072,2008,1,17,4,1810.0,1800,1849.0,1845,WN,2891,N367SW,39.0,45.0,28.0,4.0,10.0,HOU,AUS,148,4.0,7.0,0,N,0,,,,,
46074,2008,1,17,4,1329.0,1315,1410.0,1400,WN,3407,N305SW,41.0,45.0,29.0,10.0,14.0,HOU,AUS,148,4.0,8.0,0,N,0,,,,,
46075,2008,1,17,4,1020.0,950,1144.0,1120,WN,1924,N314SW,84.0,90.0,69.0,24.0,30.0,HOU,BHM,570,4.0,11.0,0,N,0,24.0,0.0,0.0,0.0,0.0
46076,2008,1,17,4,1651.0,1630,1816.0,1805,WN,3942,N209WN,85.0,95.0,74.0,11.0,21.0,HOU,BHM,570,2.0,9.0,0,N,0,,,,,
46077,2008,1,17,4,1744.0,1725,1917.0,1910,WN,39,N356SW,93.0,105.0,82.0,7.0,19.0,HOU,BNA,670,5.0,6.0,0,N,0,,,,,
46080,2008,1,17,4,2209.0,2050,2335.0,2235,WN,1680,N519SW,86.0,105.0,76.0,60.0,79.0,HOU,BNA,670,4.0,6.0,0,N,0,1.0,0.0,0.0,0.0,59.0
46082,2008,1,17,4,2200.0,1930,122.0,2320,WN,283,N752SW,142.0,170.0,130.0,122.0,150.0,HOU,BWI,1246,4.0,8.0,0,N,0,7.0,0.0,0.0,0.0,115.0
46083,2008,1,17,4,1611.0,1520,1949.0,1910,WN,1082,N451WN,158.0,170.0,141.0,39.0,51.0,HOU,BWI,1246,6.0,11.0,0,N,0,10.0,0.0,0.0,0.0,29.0
46090,2008,1,17,4,1841.0,1825,1931.0,1915,WN,43,N624SW,50.0,50.0,37.0,16.0,16.0,HOU,CRP,187,3.0,10.0,0,N,0,7.0,0.0,0.0,0.0,9.0
46091,2008,1,17,4,2124.0,2055,2210.0,2145,WN,53,N384SW,46.0,50.0,34.0,25.0,29.0,HOU,CRP,187,3.0,9.0,0,N,0,17.0,0.0,0.0,0.0,8.0
46093,2008,1,17,4,706.0,700,758.0,755,WN,4,N504SW,52.0,55.0,40.0,3.0,6.0,HOU,DAL,239,4.0,8.0,0,N,0,,,,,
46098,2008,1,17,4,1017.0,1000,1107.0,1055,WN,16,N781WN,50.0,55.0,39.0,12.0,17.0,HOU,DAL,239,3.0,8.0,0,N,0,,,,,
46101,2008,1,17,4,1235.0,1200,1325.0,1255,WN,24,N327SW,50.0,55.0,39.0,30.0,35.0,HOU,DAL,239,3.0,8.0,0,N,0,30.0,0.0,0.0,0.0,0.0
46102,2008,1,17,4,1257.0,1230,1346.0,1325,WN,26,N370SW,49.0,55.0,38.0,21.0,27.0,HOU,DAL,239,4.0,7.0,0,N,0,2.0,0.0,0.0,0.0,19.0
46103,2008,1,17,4,1319.0,1300,1409.0,1355,WN,28,N680AA,50.0,55.0,39.0,14.0,19.0,HOU,DAL,239,2.0,9.0,0,N,0,,,,,
46105,2008,1,17,4,1426.0,1400,1514.0,1455,WN,32,N520SW,48.0,55.0,40.0,19.0,26.0,HOU,DAL,239,3.0,5.0,0,N,0,1.0,0.0,0.0,0.0,18.0
46109,2008,1,17,4,1652.0,1600,1745.0,1655,WN,40,N317WN,53.0,55.0,37.0,50.0,52.0,HOU,DAL,239,4.0,12.0,0,N,0,3.0,0.0,0.0,0.0,47.0
46112,2008,1,17,4,1917.0,1730,2009.0,1825,WN,46,N692SW,52.0,55.0,39.0,104.0,107.0,HOU,DAL,239,3.0,10.0,0,N,0,5.0,0.0,0.0,0.0,99.0
46114,2008,1,17,4,1914.0,1830,2007.0,1925,WN,50,N609SW,53.0,55.0,38.0,42.0,44.0,HOU,DAL,239,3.0,12.0,0,N,0,4.0,0.0,0.0,0.0,38.0
46115,2008,1,17,4,1913.0,1900,2002.0,1955,WN,52,N385SW,49.0,55.0,38.0,7.0,13.0,HOU,DAL,239,4.0,7.0,0,N,0,,,,,
46116,2008,1,17,4,2146.0,1930,2233.0,2025,WN,54,N629SW,47.0,55.0,37.0,128.0,136.0,HOU,DAL,239,2.0,8.0,0,N,0,10.0,0.0,0.0,0.0,118.0
46123,2008,1,17,4,1904.0,1755,2025.0,1925,WN,2202,N640SW,141.0,150.0,122.0,60.0,69.0,HOU,DEN,883,8.0,11.0,0,N,0,16.0,0.0,0.0,0.0,44.0
